"tweetid","originaltext","text","sentiment","score","sentimentnegscore","sentimentneuscore","sentimentposscore","src","type","entity"
1322462613641592800,"RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","NEUTRAL",0.943,0.0018,0.8036,0.1946,"Twitter for Android","ORGANIZATION","Airtel"
1322463627757211600,"RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","NEUTRAL",0.943,0.0018,0.8036,0.1946,"Twitter for Android","ORGANIZATION","Airtel"
1322464258429456400,"RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","NEUTRAL",0.943,0.0018,0.8036,0.1946,"Twitter for Android","ORGANIZATION","Airtel"
1322467660249079800,"RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","NEUTRAL",0.9913,0.0005,0.727,0.2725,"Twitter Web App","ORGANIZATION","Airtel"
1322485843936895000,"RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","NEUTRAL",0.9913,0.0005,0.727,0.2725,"Twitter for Android","ORGANIZATION","Airtel"
1322496845130727400,"RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","NEUTRAL",0.9913,0.0005,0.727,0.2725,"Twitter for Android","ORGANIZATION","Airtel"
1322506004643414000,"Need airtime?

Simply text amount to 40512 for safaricom

text Number#Amount to 40512 for Airtel and Telkom

Save m… https://t.co/4gFvr2kywA","Need airtime?

Simply text amount to 40512 for safaricom

text Number#Amount to 40512 for Airtel and Telkom

Save m… https://t.co/4gFvr2kywA","NEUTRAL",0.7161,0.0013,0.9745,0.0242,"Twitter for Android","ORGANIZATION","Airtel"
1322506373746331600,"RT @bennetowuonda: Need airtime?

Simply text amount to 40512 for safaricom

text Number#Amount to 40512 for Airtel and Telkom

Save money…","RT @bennetowuonda: Need airtime?

Simply text amount to 40512 for safaricom

text Number#Amount to 40512 for Airtel and Telkom

Save money…","NEUTRAL",0.9334,0.0245,0.9194,0.056,"Twitter for Android","ORGANIZATION","Airtel"
1322519083573780500,"RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","RT @__Wesh_: Nunua kredo from your Mpesa for your Safaricom, Telkom, and Airtel lines through paybill 990960. Its fast, easy and reliable.…","NEUTRAL",0.9913,0.0005,0.727,0.2725,"Twitter for Android","ORGANIZATION","Airtel"
1322607167262859300,"RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","RT @BrownsPetar: Hi there, Credit yako ikiisha and you need to keep that Conversation Going, just go to Mpesa and buy Safaricom or Airtel &amp;…","NEUTRAL",0.943,0.0018,0.8036,0.1946,"Twitter for Android","ORGANIZATION","Airtel"
1322396533560627200,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/d9YIeTf41k","No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/d9YIeTf41k","NEUTRAL",0.6954,0.0002,0.8758,0.124,"Twitter for iPhone","COMMERCIAL_ITEM","Airtime"
1322397362061496300,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322397455716069400,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322397611190558700,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322398074963173400,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322399141985767400,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322399172214083600,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter Web App","COMMERCIAL_ITEM","Airtime"
1322399457581895700,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322400336439595000,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322401255319310300,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322401585704689700,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322401784728637400,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322404355996217300,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322405173126439000,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322407685317341200,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322408054667837400,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322408844035805200,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322411300069220400,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322414870000787500,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322416054807732200,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420307265802200,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/I1NPU8BgIr","No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/I1NPU8BgIr","NEUTRAL",0.6882,0.0002,0.8306,0.1692,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420344771252200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420531640078300,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420536228630500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420586048573400,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420654361202700,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420723915382800,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420794023153700,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420807382061000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420821311295500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420869453545500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322420880006369300,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421061049323500,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421138283286500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421145308680200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421190259073000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for iPhone","COMMERCIAL_ITEM","Airtime"
1322421254750675000,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421382970564600,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/Ut4suMBsDd","No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/Ut4suMBsDd","NEUTRAL",0.5891,0.0001,0.8946,0.1053,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421453183160300,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421462905573400,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421570577617000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322421618858205200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for iPhone","COMMERCIAL_ITEM","Airtime"
1322421653880606700,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322422522885902300,"RT @robjun_990960: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using…","RT @robjun_990960: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using…","NEUTRAL",0.5859,0.0044,0.8603,0.1353,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322422680071643100,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/qBIt1qZU1P","No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/qBIt1qZU1P","NEUTRAL",0.675,0.0003,0.8749,0.1248,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322422992064962600,"RT @robjun_990960: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using…","RT @robjun_990960: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using…","NEUTRAL",0.5859,0.0044,0.8603,0.1353,"Twitter for iPhone","COMMERCIAL_ITEM","Airtime"
1322423305383587800,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322424189727445000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322424799830958000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322424933054599200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322425279483183000,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322425475151597600,"RT @robjun_990960: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using…","RT @robjun_990960: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using…","NEUTRAL",0.5859,0.0044,0.8603,0.1353,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322425731033505800,"RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","RT @ella_kiman1: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using pl…","NEUTRAL",0.66,0.0033,0.8565,0.1401,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322426092284772400,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/tLFO502WF0","No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/tLFO502WF0","NEUTRAL",0.7098,0.0002,0.9122,0.0876,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322426510800801800,"RT @MfupaYaNdizi: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using p…","RT @MfupaYaNdizi: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using p…","NEUTRAL",0.7159,0.006,0.7496,0.2444,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322426814967521300,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322427848741802000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322427873576276000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322428545004691500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322428556035661800,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322428681927708700,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322428980478283800,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322429190050877400,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter Web App","COMMERCIAL_ITEM","Airtime"
1322429429902123000,"RT @MfupaYaNdizi: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using p…","RT @MfupaYaNdizi: No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease using p…","NEUTRAL",0.7159,0.006,0.7496,0.2444,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
1322429791149109200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.5041,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","Airtime"
